,abstract,author,date,journal,key,key_word,pages,provenance,score,title,unique_key
1420,"BioSig is an open-source software library for biomedical signal processing. Besides several other application areas, BioSig also has been developed for BCI research. It provides a common interface to many different dataformats, it supports artifact processing and quality control, it provides adaptive signal processing and feature extraction methods that are very suitable for online and real-time processing, it supports handling of missing values, and it includes several classification methods for single-trial classification of EEG. This chapter provides an overview of the current status and an outline of future possibilities. BioSig is licensed with the GNU General Public License; it provides an open development platform unencumbered from legal restrictions. Therefore, it is also an ideal tool for research and development.", Klaus-Robert Müller,2007,Toward Brain-Computer Interfacing,Dornhege2007,,347-358,IEEE,,BioSig: An Open-Source Software Library for BCI Research,621656522e0e853cde5749d7ea9e84a2
1421,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,data mining,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1422,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,pharmaceutical industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1423,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Application software,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1424,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Computer industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1425,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Data mining,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1426,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Drugs,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1427,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Electrical equipment industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1428,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Feature extraction,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1429,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Research and development,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1430,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Safety,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1431,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,Software design,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1432,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.",A. Safer,2002,Computers in Cardiology,Safer2002,System software,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1433,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,data mining,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1434,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,pharmaceutical industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1435,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Application software,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1436,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Computer industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1437,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Data mining,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1438,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Drugs,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1439,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Electrical equipment industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1440,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Feature extraction,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1441,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Research and development,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1442,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Safety,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1443,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,Software design,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1444,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", W. Bystricky,2002,Computers in Cardiology,Safer2002,System software,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1445,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,data mining,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1446,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,pharmaceutical industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1447,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Application software,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1448,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Computer industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1449,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Data mining,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1450,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Drugs,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1451,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Electrical equipment industry,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1452,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Feature extraction,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1453,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Research and development,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1454,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Safety,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1455,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,Software design,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1456,"ABBIOS software is designed to facilitate extraction of biosignal features for an industrial environment in drug research and development. It is dedicated to handling large amounts of data with a high level of user control. Its purpose is to enable high quality data elaboration for the improvement of drug safety and efficacy, and to ensure improved economic efficacy.", M. Schweizer,2002,Computers in Cardiology,Safer2002,System software,649-652,IEEE,,"ABBIOS (ABbott BIOsignal System): a workbench system software for data mining in biosignals, with applications in drug research and development",251924c0c864136d98b48f14b9673e4e
1457,"Modern scientific research isn't possible without software. However, its vital role is often overlooked by funders, universities, assessment committees, and even the research community itself. This is a serious issue that needs urgent attention. This article raises a number of points concerning quality, code review, and openness; development practices and training in scientific computing; career recognition of research software engineers; and sustainability models for funding scientific software. We must get software recognized to be the first-class experimental scientific instrument that it is and get &#x0022;better software for better research.&#x0022;",Carole Goble,2014,IEEE Internet Computing,Goble2014,,4-8,IEEE,,"Better Software, Better Research",339c80a33273a1ed896996406440e9f6
1458,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,research and development,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1459,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,software engineering,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1460,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Aggregates,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1461,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Australia,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1462,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Best practices,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1463,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Concrete,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1464,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Coordinate measuring machines,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1465,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Government,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1466,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Guidelines,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1467,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Programming,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1468,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Software engineering,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1469,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.",A. Cater-Steel,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Software standards,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1470,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.", M. Toleman,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,research and development,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1471,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.", M. Toleman,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,software engineering,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1472,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.", M. Toleman,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Aggregates,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1473,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.", M. Toleman,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Australia,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
1474,"Surveys are a popular research tool often used in empirical software engineering studies. While researchers are urged to replicate existing surveys, such replication brings with it challenges. This paper presents a concrete example of a replication of a survey used to determine the extent of adoption of software development best practice. The study replicated a European survey which was adapted and administered in a different context of Australian software development organisations. As well as discussing problems encountered, this paper presents a set of recommendations formulated to overcome identified challenges. Implementation of the recommendations would strengthen the value and contribution of surveys to the body of knowledge of empirical software engineering research.", M. Toleman,2005,"2005 International Symposium on Empirical Software Engineering, 2005.",Cater-Steel2005,Best practices,10 pp.-None,IEEE,,Addressing the challenges of replications of surveys in software engineering research,6e12211ec3542df71addc9ee1c6ed843
